user_id,training_id,marks,internet_allowed,promoted
7130fa0a-62ab-4b5d-a41a-0b59cf99b2b9,b39b48d8-c085-40d0-bbaf-cd994b3ae9c0,67,True,True
290f857e-e01d-4463-861e-9f2cf1898a4e,32d5ece5-2422-4230-ae0c-640dde375b9b,53,False,False
c2cdbaf5-5404-4548-987a-83da445d2362,07213854-fe2c-4674-a4d4-895f10989173,18,True,True
962cd420-f9e4-4a52-ab56-a3f3665a1aae,e19745a8-97fd-42e8-bc12-065cdddd53ce,85,False,True
0e040f1b-a00e-4b36-a5d2-79458c4f0b51,f6b185ff-5c69-45d6-b203-1cff6cab8997,33,True,False
4df6ff7a-fc98-47a3-aaf6-9ed2c687b0a5,ff59ee9a-bd0d-41c9-8239-2e917831ccf5,15,False,False
319d1ed7-8dcf-4838-a55a-0a12251e25a8,a73433da-41df-4eff-9ff1-7f0f5d026c1e,15,False,False
eddbc56b-1441-4b1c-9018-6351b5ec00ed,be811314-f55b-4ca7-8ded-02bff3fa3e76,13,True,False
e42f02fb-948e-44b9-8c2e-4ad16288f71d,120ec355-e66c-4650-9eac-66ba627b3109,63,True,True
dc3a03fe-1ef6-422f-a225-f0d3af87d041,0a9e498b-9e0a-42fc-b594-456233e991f6,23,False,True
6f8eaee1-190a-43bb-ba3e-fdc821970135,b07bd763-66b1-4aeb-8ca5-4e0645f7c09f,80,False,True
f7465cff-d9fd-407b-8f47-8c602ea131cd,8781896f-cf8d-44d0-a5ac-b7e8b4188d50,23,True,False
7d7e55c6-cac4-4893-bfd8-234252a1d19e,288477f1-c121-47b3-80c0-579fcfbc1472,53,False,False
8ff5b0f3-0822-40d9-8246-e897a0fdd9c0,b1b43dee-f869-4914-b724-2b149f8f05bc,11,False,True
edd7e4db-90c6-407c-8882-45eec8cb8a1e,7056fd33-d55e-4882-bfef-9750e2974d3a,4,True,False
00ccf51b-3dc2-4477-a3db-395344c4d53e,c304465f-75ee-4d16-b49b-874dc0bd02ef,67,True,True
c695c6e2-56e4-4a79-9761-699f613b8764,48c796e1-8084-4d38-befa-675874f15e3b,60,True,False
0fb5cb84-3cb4-40b9-8ece-13e9b1a09d26,25792996-319b-493b-b9fe-685bde07af96,19,False,False
a576642f-6ed8-4b28-bf00-40ef96f3ec1b,4492a148-bd3e-42af-8623-cd0d13632bb2,28,True,True
750903a2-003c-4e8c-97aa-9ffa263d3b20,c5f1844f-cdc0-490c-8ec3-ef28f0cc0c7b,72,True,True
624dac12-288e-4a88-96e3-db904304891d,e474c0cd-1e66-4862-b8a3-4f6c0b8e8ec7,60,True,True
b102002d-3402-47f7-868d-9dc072f8fec0,8065f50e-1222-4e6a-a1e5-8611202490c2,69,True,False
d5513217-53c2-4a6e-8b2d-fdce5712830d,3cdfc5e3-9cdf-42e5-af68-e34d1aee1a4d,18,True,True
15ab619e-5b33-49ce-8ba4-46e616544622,686aca65-0787-47af-a63b-26d7df367b87,26,False,False
b5f461f8-a7ac-489b-9f13-758f8848998e,a296886c-3234-4104-89e7-8dc603c36479,5,True,True
9eb349f0-9ce1-47f7-a3cb-7cb8e9914dc2,0843d8d9-5d71-4f21-b995-8b086f80c82d,29,False,False
b15f2baf-86e4-409d-82ab-b81544ddf95d,bad92b3e-7d22-4e08-853a-48b928571e12,35,False,False
6c2cc782-347f-4e35-b218-26e646c8aec9,b5cc01a8-4ade-4522-b98a-3f2114224a13,0,True,False
a669cc9a-3c88-4edf-a551-9731b9014175,784aa363-92f0-4c7f-9614-17008d63354f,4,True,False
d4c07673-8d98-4d55-bf8d-0a2dd8a77762,0ab3c86a-f055-42b0-94b5-142c2817f847,46,False,False
1fb0a117-e28c-454a-a376-bbd4eafda2ec,8ad9e4fb-216b-4982-921b-5f74c8b9c451,36,False,True
e0dd3f5b-782f-4510-830a-f98674553374,d7da58be-541a-439e-bb09-e16e0ce77c53,75,True,True
f051adc3-afff-42a6-a267-df90c9acfce8,47f2075a-e7ab-4a74-908a-67a299a5a87c,16,False,True
3260236c-dc57-47f6-9273-bbaba08d154e,b8590920-32b5-4cad-9a7f-37de91105df7,6,True,False
7ad205d1-3cc2-4b5b-9b9f-bdfdf2d33aee,50d01f1c-fc92-406a-86bb-40ec20b58fd0,6,True,False
dede2c4b-7df5-45fb-80b9-43b96150da50,15f28b86-02bb-4ede-b037-3c3e6d78e631,11,False,True
4464d255-9a58-4139-ae22-15414127803a,fb95a50f-003c-4aa0-acea-281a375dcb00,68,True,False
ffd1a36f-2a4c-4481-a1de-84b037433e5a,5909ca94-b922-4271-b2c3-c0fb3b8f21eb,15,True,True
e43a7f16-5a9c-458e-acb1-637131b6f8a5,c09934a9-cacd-43ea-8721-5cd7bece3249,16,False,True
237dadbd-38c1-4b2e-9d86-653cac95bc2a,a94724e6-3f5c-4f22-9b29-adffa63d0b94,17,False,True
9456ce7c-5f56-4e82-a3f5-f2a2ae1158fd,ac394cfa-8b48-4980-a18a-4c41c13ea4a0,34,False,False
f94275ea-38e8-4bf0-9673-70120311e7fb,becab596-b703-4e1a-90ed-9dc21b2772ae,56,True,True
dc254be3-6f53-41e8-a270-18ed56bbffed,f96ad089-ff21-4a00-80d9-87efc06fd06e,45,True,False
b04c8962-62e1-4a6e-97ba-8f7e54e1cac5,ca6e7bcd-6f0d-4d7c-9124-954a187a8016,35,False,False
f1ffc7c4-0618-45c7-94d9-2744d3c37bbe,91bbd6b2-aa1a-48db-a49f-f5fb2cd86a04,66,True,False
c1693c3d-fe89-4eba-9936-8c27c5fcf126,abc5aa50-24c9-4b14-b04c-c6564cd05469,2,True,True
0f1556a3-bbcd-408b-a86b-08904716c050,7808ec24-5a4c-474c-8507-469bb909d538,15,True,True
ab342ffc-b763-43ee-a9af-ea64d8231b05,c59e07c2-b43e-4506-b073-72a67225d40f,72,True,True
404762fb-cdc5-4c00-90f1-7e8c100e8c73,33a2eae1-dfb4-4416-847e-a02a76e82fa7,15,False,False
ffa8f46c-3bf1-443f-a78d-76966e864393,29ae090b-c3fc-4d10-91aa-3219ca5b392c,62,False,False
16b4112c-6ea3-487a-87b4-c339d8bb76d0,fb67a246-a473-490c-87bb-777f161a1fb3,0,False,True
28bc6e04-a5f5-4f86-afdd-623905e55f52,09c1c1f7-2909-4edc-8a51-b0f2f8a4812f,2,False,False
546d3888-a244-4cf8-bdde-eda6788174e1,cb04885d-e849-4792-a87e-a59267daaa33,20,True,False
e306ea05-3900-4604-9447-e4bc5681835a,68d4204c-3495-4231-a7d4-9b8234255abe,19,True,False
a89f2972-fde3-4ea8-a467-49c8d4d65877,fe941822-b50d-46bb-a0d6-9bf81586e3d3,9,True,False
f5b086d2-81e5-4f08-9789-77c6a9c56938,6eeb9517-d15e-4007-a6de-5d53aa7126a3,62,False,False
f4284f74-1d3f-40f7-a9b2-2950b0478b21,d7550c85-9e7f-4088-80d9-135f1d3c5b04,28,False,False
d177b0b1-8f19-4655-8aa8-337f908fd43e,c0620ada-82aa-41f9-a4b6-2b6268512396,17,True,False
ea6dfec2-d676-4fab-97f7-083635db8e5e,49765365-c329-4482-a26d-916d77b43d66,88,False,True
791313f6-2de6-49b8-905f-c44546aa6e98,6b36ef73-a95b-4c33-bba4-b1ae8c62025e,25,False,True
5d759731-0fdd-4b01-b900-a19cc93664c1,0101ce5b-4123-48a3-86aa-7ef3ce99e5e4,64,True,True
7ba45449-c9ca-4b92-aaeb-66feb9e0b47e,5e8abd7f-0115-4cf2-b153-f4f76ff9b56d,46,False,True
a93de3f4-6b31-405e-87ff-d1d27cbe347e,47517a93-ffe4-433a-b3d6-c867665d7411,68,False,False
991ff4ac-33ad-4bf3-9cb9-2f1db55a14de,c7d3562a-4b49-48df-a8fd-a5e6b94b0bd6,67,False,False
96bb2b36-4673-478b-8603-b942a61cc686,14d4c277-36f1-4148-922a-675e3f7f6d7d,40,False,True
e1203b20-d225-4cc0-b240-b06b23196506,b6e8aff3-528f-46c6-87bf-f6d4f0ec9e1f,23,False,True
fe42af18-0aa4-4ed9-8922-a9ec2dc60b1d,5b345900-907a-4939-b64f-0b4af74aedc1,20,False,True
39aa504d-fd88-47d9-91f4-f1ba74f368b1,176ecde3-b3e4-4c74-8a90-37dc58900738,58,True,True
9ad022ff-a1b9-409e-a59a-7d37b2077c37,d771ffef-df06-4662-b84b-bab00f3cf104,79,True,True
5634543f-0ea7-43ea-8b14-a4d238435213,3bb2eab7-ce56-493c-84a2-f953899334af,68,True,False
d67ef047-c3d3-488f-a8d6-5bbf0ee9e88a,30520e6d-124a-4032-aecb-c8b0b182897d,41,False,True
15ab619e-5b33-49ce-8ba4-46e616544622,913c03eb-dfeb-4d54-bb31-3f8f71575c87,60,False,False
a4d80a57-50ee-4042-ac60-992dad0429d0,e678b624-3684-4906-9f0a-8eb965afcaca,24,False,True
5d3c5f7c-4651-454e-bb21-f339a5bd3d88,9740cd95-a775-42ba-9631-c09124bf12fe,22,True,False
8c8cae04-dc6c-4ad6-9d24-158a20049350,9e083b07-cc40-49f0-b130-bc75fb5538f9,74,True,False
c5b39893-b7fc-4b38-b7bd-08b6c4ba8d04,17cba16d-e6ca-4382-9f4a-c7c3de4eeac9,17,False,False
a66b657d-7fbc-4826-8bdd-ca488c973558,a90f2f04-8751-4485-a617-7496724c3be3,52,True,False
e1e7bca6-efa6-4bb3-8db7-26280f353722,aa770527-0ebb-46a8-8ec8-3bcb0024fa2f,55,True,True
78c826f1-e736-4bff-858f-2748b7495672,f8925806-fe1e-4cf4-8929-ae542033dbc5,58,False,False
4dbdd35b-ff29-45a3-81e8-20d8c4a0c192,e748430b-aa17-4029-878b-8d7f4adc2c55,80,False,True
cebab34a-8d42-46fc-965a-8b914f04375e,1c436ba9-46cb-4c82-8dfb-103b81fedb9e,49,False,True
63f24452-a6f4-4a05-b576-40362660e5f0,aa3a0d42-0878-4bde-a036-798a13b4c959,76,True,True
9962b720-54a2-4933-a126-269bc13df796,f6cf220e-7950-4e90-8d88-6fe9352366e0,67,False,True
a11d00d8-7a64-4059-9743-5e863f2aad6b,e8821413-6757-464e-bf38-3bf12f686620,44,True,False
8ff10d44-373a-4698-ab56-51f3aeed214a,e4afe024-0c6a-424f-a9db-a2c054842f23,14,False,False
a132130c-3c93-48e0-965a-e2ac7dba70cf,f41fc88a-bad6-4541-8484-c64f3be054fd,29,True,False
0f1556a3-bbcd-408b-a86b-08904716c050,10a2b87f-266f-41e2-ab78-0a33d3d2df6b,42,False,True
e06ec7f3-dc66-414a-afa4-961ae6a5788b,e9247cc5-d2a9-421c-a79a-ed0ddd290e7a,43,False,False
673eaae4-8545-44c5-b68e-e6934d0aa000,b73da1c1-63e1-458e-8908-4791c57992e0,57,True,False
7f2bc82d-183c-49c7-8f11-b30cfbc48860,60d37065-6134-4423-8680-29d206e94783,25,True,True
0ebf9654-17d6-4e33-8ae2-1a3f7412a234,85d3d27e-1afc-4cc0-a6b9-c1427995a711,80,True,False
f8936d0e-2d70-4977-a423-3cde74ad110e,9f4c3069-a0c1-4f2a-a56a-77657dd540d8,5,False,False
0ede1b7e-a6bc-4a76-84ce-d58dc75a5f86,32c42b30-56c2-428a-83aa-7c6a701ea78f,38,True,True
49f3bf1d-d351-4a69-9bbf-f1027f2b995b,155fab3e-2e3d-4f8d-9646-3472f25042a3,75,True,True
30613333-997e-465e-a402-0a6e9e7b0b23,76e00093-8149-4c5c-88b0-e966ddc84c49,29,True,False
dd187731-4ba7-4ba4-a6dd-91db95eacea5,6d3f475e-3b94-4257-9dd3-dc971337951c,5,True,True
94379499-8bb0-4066-bfd5-63af610b77c2,bb20c563-0be2-44c2-81d4-f0870ee81359,52,False,True
bf53fcd0-0acf-4c19-8930-23feb9e1226f,193e5ea9-64b5-42bb-b41f-ad84b1a30e5e,11,False,True
2bc0ce2b-86cf-4fbc-9d09-abf33bdcd7db,b367129d-85dd-4829-98d0-962a403c48b9,28,False,True
e2d9ad9f-3ac6-4df1-ab5e-b722758af4a9,add6f11e-d35f-42d3-ad08-9e84188d52d3,58,False,False
30ec58b6-02e1-4fad-a9c8-21ed0f39f3da,d1e252ad-a518-4d4b-b62f-4d2535ddc5c8,0,False,True
dd8ce991-6005-4a84-aa2b-b634b66b4832,a7acddb3-344a-48a4-b09c-108ac8d4867d,50,True,True
9650f95c-11e3-4226-bc08-9c8aa9c05630,e46ed8e4-db22-4348-9e49-abdce448c688,41,False,False
ba70a01d-15ac-4e3c-be61-724f6e2e2b7a,6564a9d7-f0f6-4937-bf8f-cb833c2bf2d9,5,False,False
67c1ba57-e787-435c-9c94-285a6be57f2c,33dc2ebf-b09f-4717-a611-905b81227b06,89,True,False
059c5610-5ecd-4fe6-9ddf-8ea06e38910c,253008af-5d5c-4e82-9c8a-0fa93a96eb8d,59,False,True
71a533af-8f5b-4658-8d76-db763dd29278,3903a901-8e1c-4f21-94b1-6f8751421c83,73,False,True
1d587ffa-0473-42ce-b7d8-bce423d6ec3d,dcaf6a6b-0a65-4e8d-abde-4764ccecc945,53,True,False
406912b4-8d4d-4e88-a5db-f4da850160ae,d143bd7b-d4d1-4dcf-9a1c-401fe5174224,55,False,False
7ce630a2-b99c-4ab4-a438-b3def81a56f2,da9d0be1-68b4-4bed-a442-939afe3d6a73,83,False,True
1edd31c1-8337-4ee7-a104-9215b26d33e2,d36250a1-2d95-439c-b68e-fad8af5e5a62,36,True,True
d67ef047-c3d3-488f-a8d6-5bbf0ee9e88a,9203f291-33f8-40a0-bc0f-531858270bd8,28,True,True
4517b5d6-bd51-4a20-b719-9efe245aa62b,9d90293b-3741-4870-af73-100266641387,94,True,True
5d1da8e2-f78a-4f76-aa07-13f0dd5d62da,2707b127-d488-4a16-889c-7337ff2eba96,77,True,True
82bb90ad-4c6c-444e-88cb-9a58f9fa7a78,6799902c-f58e-4548-a121-c0d6735ae3e9,55,False,False
980ca3f0-4fad-4eb0-89fd-aef6056996d3,558580a1-a2b2-4a1e-b225-8a6a672e588f,69,False,True
3a805cec-dabf-46fc-b06a-d542053e349a,8d8b687a-408a-49a0-9d22-7e223e40198a,65,True,False
24818d17-1d2c-46e1-b6a3-775084be18ac,2d80dca0-b237-46d2-9e40-934052668f24,56,False,True
5f8b6438-4f72-45d2-b89b-55acf6242569,a908c3ac-cf60-4f84-90f6-2663adca87e3,85,True,True
6513a29e-42dd-455f-b52f-e346cc4abc88,41cda10a-599a-4d6b-b316-b064d19363ca,77,True,False
2bd9201f-d97b-4f7a-8ca7-e78241503fc0,15c3acab-6ed5-4209-8866-1246a512d6c1,36,False,True
d3072d54-2101-4ce4-8022-fc9c41231381,3df6c196-df25-48eb-91bb-7b7dc8da6a70,35,True,True
48397b01-b1bf-44e1-a394-8f2d9de448ef,80ffd7b6-ec2f-4dae-be46-19e2440b51bf,41,False,True
f5fd5779-ebd8-49f4-af8f-7695f557ed03,4975af71-2fdf-4664-9fdd-96c5fe2bdfbc,77,False,True
3d32e001-2f81-45f7-9346-1a01ecbaa8f6,5e125079-44eb-49f2-a238-5699a8fa860a,55,True,False
d9cccfd7-7351-4bee-8a73-bd5465e2b632,e136e41d-a50b-4d7b-9998-7535f137aa50,16,False,True
31ecb063-9da1-467f-86ea-b179f77fdb23,9682cf1b-d862-41d2-a611-895b7eaa8f0c,64,False,False
b912e11d-4a89-45ee-8331-6b979530698d,8a1df357-5bae-4343-9ebb-709d1af8421e,21,True,True
d435469e-2486-4845-80a7-97b0d2c2cef8,5a8bc793-c067-4b9d-9b14-a50fe4249550,39,False,True
7fc6e349-b89f-477b-8cd5-176121ee40c2,be3ef125-e1e3-4f4b-b9a6-0cdc3b774fec,53,True,True
4bf89478-993a-44c8-93b7-bf54c02dfa5f,213e52bf-9591-4a12-bf39-2090b5c9cf34,76,True,False
34469e32-218c-4a4c-bf38-334a282ed87f,d15754d4-cdef-408e-b57e-cf2b60531585,16,False,True
6229b2a6-ceb7-4af2-8b0a-c5de8b2bc085,c12fefa5-d995-4920-bc50-76f688ba190f,37,False,False
2e62d4da-93fc-4b10-900e-a05813ad8b5a,f313d5b1-ed0e-4221-a673-06787234618b,45,False,False
5f552e2a-6140-4c5c-9c08-17cfdf711d97,fbe8369f-0992-4023-b811-c2e929de4a9f,15,True,True
e27c0613-a7ac-4d06-80e6-4da7cc9d6d2c,8da3d675-083a-4f35-a0a7-9bcd21f95613,40,False,True
c0b34e48-2bdb-471a-b38a-4da05f9d3b8d,1934935f-ca48-4fdb-8590-b60c97f92c19,21,True,True
e223478e-be02-4272-9141-79d9683e489c,057e2072-9585-498d-9222-ac55f256747b,11,False,True
aa7e91d8-5089-4fb9-a6da-2cb28d093de4,a9377f59-6fc7-4535-9f2b-9655b92b43b1,53,False,False
a8493e8f-f135-4cad-b46d-3fc628141a99,bed80f2f-6539-462a-b1b6-882978e3b918,12,True,False
980ca3f0-4fad-4eb0-89fd-aef6056996d3,85a3291c-8bb2-458a-8f2a-89b3760d1e46,29,False,True
34ac4ad2-6a5f-44a8-9e79-325c174d9076,3370342b-6ce1-411e-ad3c-5cc6f16d8b23,62,False,True
aa4cb29c-136d-4946-a108-4442d346cad1,c363e6be-96b1-4958-8367-968edea2c65a,24,False,True
21adb7f8-e1fb-42b4-b1f7-8e8a8240f6a3,a5c68c81-ca35-4001-bff6-8f59ea537065,64,False,False
98ce8c46-3659-4786-b223-11256af01e6c,709db26c-b3b7-426e-98b9-2141b72ea2fa,49,True,False
d4be5658-5a50-45ae-ab08-baa16d3e795f,50cde6cd-7d7d-4476-aaea-0aad5f01fa63,63,False,True
97438310-aa39-46f2-ade4-161b9bd8e3b9,a88221d8-595e-4362-b133-c7a55171f8dc,0,True,False
7047bcbe-0772-4e42-b5b4-02459919cf7b,a89fce3e-1d6b-4db6-a93e-9677d471344d,53,True,True
4464d255-9a58-4139-ae22-15414127803a,a8440d89-a047-4b95-b65e-2a27ea2c5458,47,True,False
2c1a4957-4296-4eaf-a9b9-0d622faa16b4,fff20fd6-aff0-40b3-b496-b218bcf882b3,39,True,False
ef627e4e-12ad-4243-91cd-4283eac86ca7,9eed3e85-aff2-4d23-b464-36779e9c26ae,66,False,False
4b9c8f05-1f44-4bf8-aff7-b8bdd19db462,a65033ca-61ec-4e22-93c0-2eea217ee5bf,10,False,True
1b7c3809-c4d0-42ed-a774-251bb0a554f5,8f6962b0-c72f-4eb9-9835-39df7e189ad1,60,True,True
e6644d68-398c-49d5-abe3-04590e74011d,9d592942-ec0e-49a0-aba6-7090c6ae65a1,54,True,False
8c3b14e4-1628-49a3-b9d7-b60fe798fc96,86081f8a-78a9-49ee-8554-6e8481396899,8,False,False
94e6de40-1d77-405a-9982-d8ebeac4c8cd,28b3f9ca-634d-4ef6-af0e-c10145128d86,11,True,True
276a1b82-99ea-4f11-b035-de862bda1a40,0b2b3a2d-298b-4ef8-94c1-fdbd1d6bae3d,31,True,False
c79a4d80-2f76-4400-b074-a8684c055f17,8227d608-63a0-4919-9f09-3434c07673ef,71,False,False
82cb9d4b-23f3-440a-a10b-772420d0675b,6c08e83a-f254-45fa-b68a-86973209ce73,60,True,True
97438310-aa39-46f2-ade4-161b9bd8e3b9,b52cfc32-e578-40d5-b7d6-bc48ced865e7,8,True,True
325d7de2-0cb2-434a-b45b-61d66231e8e9,eeaf4ad1-3630-482d-b1fb-4db76713730b,47,False,False
79423c28-8876-4e16-9d00-f03faca5e311,de918a4d-81f4-47d1-af16-19ef2f6d9924,18,False,True
97790c2b-630a-4b02-8bb7-93162f2ef787,4463c5a2-de8f-4167-8b7f-7bc9f558007e,41,True,False
4b0f0176-df18-4026-9b88-79932155aa48,8522d9a3-ffac-48e6-a7e9-51e90e8d9a18,34,False,False
06eadbeb-f661-4c1f-8635-1f3f2dda1c75,8da090db-40d2-4aa3-8c3d-827465d7e237,55,False,True
8a3354bb-d89b-46a0-993c-9bfff9885e9a,23e27ac5-05bb-498f-8729-0f1aca77ac83,1,True,False
2bb9a96a-5950-4fd3-85b1-8420db14571d,bd3ad961-0261-42aa-9187-3c43154b6f4e,27,False,True
262f0c03-f870-4a92-9040-1d5a0b5e45c0,41d5cb41-8b92-4313-bd6e-1083c5876d99,64,False,True
71a709e1-9bc9-44b5-8cad-d96853a0a043,bd9245d5-fbe0-4094-bcd0-1138423b11c6,99,True,False
1de03d18-e692-417b-b47d-55b14d7e8825,a05260b2-73d4-4e10-bdcd-fb85e5154a19,6,True,True
7776cb76-fb02-42cd-944f-84b4e9a69cfa,c7d3562a-4b49-48df-a8fd-a5e6b94b0bd6,30,True,False
0badf509-3729-4d1d-aae6-4e7cee529bfd,b8636394-b28e-420e-8c72-c12e99a4374c,14,True,False
44833ef0-b552-472a-bcdb-2b8f24daad3b,236efe4b-59b4-4fba-96f6-0cb1b1c768a7,12,False,False
43d5e0d1-ab5c-4ca7-a4fe-ca3673f298f4,7b1ba357-cc29-42cc-b1d2-cf618aa18bfa,37,False,False
d49ef483-23c1-440f-af8f-ea4ee07367f4,4e86919f-1a87-45d8-96ce-6581a6623e8b,13,True,False
30046e71-9254-4b52-9439-16b88a96c3b9,9b251325-064e-4819-820f-b3ef4e3eaf96,14,True,False
0e0b8aae-433d-404a-b51e-558becfb8b84,e117adc9-8939-4164-871a-f03aabcaf59d,53,True,False
